iid,id,gender,idg,condtn,wave,round,position,age,field_cd,race,imprace,imprelig,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1
390,12,0,23,2,15,19,18,30,9,4,1,10,6,4,3,2,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,10,20,20,10,10,30,10,20,20,10,10,30,8,8,8,8,8
391,13,0,25,2,15,19,10,28,6,2,1,5,1,4,1,6,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,35,0,35,10,10,10,80,0,0,20,0,0,8,9,9,9,7
392,14,0,27,2,15,19,15,26,6,2,6,1,5,4,3,6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,15,20,15,30,10,10,25,10,10,25,15,15,4,7,7,8,7
393,15,0,29,2,15,19,3,22,6,2,4,8,1,7,1,6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,6,8,20,25,25,12,10,18,18,18,18,5,13,7,9,8,8,8
394,16,0,31,2,15,19,1,24,6,2,1,6,2,4,2,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,18,19,16,15,15,17,20,20,15,15,15,15,9,8,7,7,7
395,17,0,33,2,15,19,11,33,6,2,1,2,3,4,2,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,20,20,20,10,10,20,30,20,10,20,10,10,8,8,7,9,7
396,18,0,35,2,15,19,6,25,15,4,1,5,2,7,2,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,15,18,18,18,15,16,20,15,15,18,14,18,8,10,10,10,8
397,1,1,2,2,15,18,9.3125,24,1,2,3,2,2,5,2,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,20,21,21,22,6,10,18,28,17,23,6,8,7,7,7,10,9
398,2,1,4,2,15,18,10,29,8,2,7,2,2,3,1,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,45,10,10,30,0,5,20,20,20,20,10,10,7,6,10,7,8
399,3,1,6,2,15,18,13.4,29,8,2,1,1,2,4,2,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,25,10,20,20,10,15,15,15,25,20,25,0,9,9,9,9,9
400,4,1,8,2,15,18,10,26,8,2,7,7,5,4,2,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,70,5,20,3,1,1,80,5,5,4,3,3,7,10,6,8,7
401,5,1,10,2,15,18,9.285714286,31,8,2,1,1,2,4,1,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,35,0,25,20,0,20,25,10,30,10,0,25,8,5,7,10,5
402,6,1,12,2,15,18,8.6875,29,2,4,1,1,3,4,2,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,25,20,15,25,10,5,25,20,10,20,10,15,6,8,7,10,9
403,7,1,14,2,15,18,9.666666667,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,20,25,20,15,5,15,25,20,10,20,15,10,4,8,7,9,9
404,8,1,16,2,15,18,9.181818182,23,5,2,1,4,2,5,2,7,10,5,8,10,8,8,9,7,9,8,4,5,8,7,8,6,3,7,25,14,25,25,3,8,10,16,24,24,20,6,6,9,7,8,8
405,9,1,18,2,15,18,9.857142857,30,13,1,1,1,4,5,5,9,6,1,6,9,8,9,2,6,8,8,6,10,9,7,9,9,5,6,30,25,20,15,5,5,25,10,25,15,20,5,8,8,10,9,10
406,10,1,20,2,15,18,5.5,27,8,4,1,1,1,6,2,7,4,6,8,9,6,7,8,6,6,7,7,8,9,7,10,2,1,6,20,20,20,20,20,0,20,20,20,20,20,0,6,7,8,8,9
407,11,1,22,2,15,18,9.3125,24,14,2,1,1,3,4,2,6,8,4,7,9,9,9,7,4,2,9,5,7,10,9,9,7,7,5,30,15,15,15,15,10,50,10,10,10,10,10,7,9,8,7,8
408,12,1,24,2,15,18,9.588235294,24,13,3,1,1,2,7,1,9,7,7,9,8,9,8,3,5,1,6,2,4,8,6,10,2,1,6,20,10,20,20,10,20,30,15,15,20,10,15,8,7,10,8,9
409,13,1,26,2,15,18,8.454545455,23,5,2,5,5,2,6,3,2,10,4,1,4,7,8,10,2,8,7,2,6,8,10,10,5,2,7,20,15,20,20,10,15,15,15,20,20,15,15,7,9,8,9,8
410,14,1,28,2,15,18,9.714285714,27,8,2,8,8,1,5,1,7,10,8,5,8,1,1,8,10,1,8,2,2,4,4,5,1,1,5,20,20,20,20,10,10,30,10,10,20,10,10,7,10,6,10,10
411,15,1,30,2,15,18,9.866666667,34,8,2,8,2,3,4,1,7,7,6,6,7,7,6,3,3,1,8,1,7,6,7,10,8,3,3,35,15,15,25,10,0,60,0,10,20,0,0,8,6,9,7,5
412,16,1,32,2,15,18,9.214285714,27,8,2,1,1,1,5,2,7,10,10,10,5,8,8,0,7,3,8,6,5,5,8,8,4,4,4,75,5,5,5,5,5,60,10,10,10,5,5,7,7,8,8,8
415,19,1,37,2,15,18,9.642857143,31,8,2,3,1,1,4,2,7,1,1,6,6,7,5,1,1,3,10,1,6,6,3,7,1,1,4,10,20,40,10,10,10,20,10,10,30,10,20,7,8,4,10,8
417,2,0,3,1,16,8,8,29,3,2,1,1,1,5,3,3,6,1,4,5,8,8,8,3,5,7,2,6,7,7,6,3,8,5,20,20,20,10,10,20,25,10,10,20,15,20,7,8,4,8,8
418,3,0,5,1,16,8,6,25,1,4,7,3,6,7,2,1,2,2,5,9,7,8,6,5,6,10,8,8,10,7,9,7,7,5,15,25,20,15,10,15,25,15,15,20,10,15,7,9,7,8,5
419,4,0,7,1,16,8,4,28,11,2,0,1,4,2,1,11,6,2,5,8,5,6,5,2,9,9,8,9,9,6,6,4,7,5,5,30,20,10,5,30,50,10,5,10,5,20,9,8,5,9,3
420,5,0,9,1,16,8,3,22,11,2,1,1,5,4,2,11,8,4,5,10,8,8,7,4,3,9,7,8,7,4,5,6,4,5,10,10,40,10,15,15,35,5,15,25,5,15,8,9,7,10,7
421,6,0,11,1,16,8,1,25,11,4,5,5,1,4,3,11,1,1,1,8,5,5,1,5,5,5,8,10,10,5,10,10,5,7,20,10,30,20,10,10,30,10,20,20,10,10,7,7,6,6,6
422,1,1,2,1,16,6,4.6,26,8,2,6,7,2,4,2,7,7,2,8,9,9,9,10,2,4,7,5,9,8,6,6,7,9,8,30,25,20,10,10,5,30,20,15,15,15,5,8,10,8,8,8
423,2,1,4,1,16,6,4,30,8,2,1,1,2,4,1,7,9,2,9,8,7,7,7,6,5,9,5,5,8,7,5,5,4,6,30,20,30,10,5,5,20,10,20,10,35,5,7,9,8,9,9
424,3,1,6,1,16,6,4,24,5,4,4,4,2,6,3,2,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,6,17,16,17,17,17,16,25,15,15,15,15,15,7,7,7,7,7
425,4,1,8,1,16,6,4.6,28,8,2,3,7,2,4,2,7,7,8,8,8,7,6,5,2,7,5,5,6,7,5,7,2,2,6,16,25,20,12,12,15,10,25,20,10,20,15,6,9,6,9,9
426,5,1,10,1,16,6,4,24,8,2,4,7,2,2,1,13,7,2,7,8,6,4,3,2,6,5,3,7,6,6,6,4,2,7,25,7,35,20,8,5,30,3,40,4,20,3,8,8,8,10,9
427,6,1,12,1,16,6,4,28,13,2,1,1,1,7,3,15,10,1,10,8,7,7,9,1,3,8,1,4,5,7,10,1,10,6,20,20,20,20,20,20,25,10,10,25,20,10,7,10,8,7,9
428,7,1,13,1,16,6,3.6,27,8,4,8,8,3,2,1,7,6,5,5,9,6,7,6,5,6,7,5,6,7,5,7,7,3,8,60,10,10,10,10,0,50,10,10,10,10,10,8,8,7,9,9
429,8,1,14,1,16,6,4,27,8,2,1,1,2,2,2,7,7,8,8,9,8,8,8,6,7,9,8,8,8,8,8,7,6,7,55,10,15,15,5,0,25,15,15,15,15,15,8,8,9,9,8
430,1,0,1,2,17,14,8,22,9,4,3,10,1,6,2,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,5,10,25,15,20,15,15,25,10,10,30,10,15,5,8,8,5,8
431,2,0,3,2,17,14,9,27,9,4,5,8,2,7,3,7,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,7,15,15,25,15,15,15,50,10,10,10,10,10,7,10,7,9,10
432,3,0,5,2,17,14,11,28,11,2,1,1,4,6,3,11,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4,15,30,30,10,10,5,25,10,25,15,20,5,7,8,8,8,8
433,4,0,7,2,17,14,3,30,15,6,3,3,2,6,3,6,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,5,20,20,20,20,10,10,35,10,10,35,5,5,8,6,7,8,5
434,5,0,9,2,17,14,4,27,11,2,2,2,1,4,2,15,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3,30,15,15,30,0,10,40,10,10,25,0,15,7,7,8,6,4
435,6,0,11,2,17,14,7,22,1,1,1,1,1,7,2,1,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10,5,25,5,20,25,15,10,50,1,4,25,10,10,7,9,9,9,9
436,7,0,13,2,17,14,6,23,1,2,9,1,1,6,1,1,8,5,9,10,8,7,8,5,1,9,10,8,10,6,10,10,4,5,28,8,17,22,17,8,50,0,0,50,0,0,9,8,10,7,6
437,8,0,15,2,17,14,12,23,11,2,2,6,1,4,1,11,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5,15,15,18,18,14,20,35,12,12,15,15,23,7,9,9,9,8
438,9,0,17,2,17,14,13,23,11,2,1,5,1,4,1,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4,14,15,16,17,18,20,20,12,15,15,14,14,7,8,7,7,7
439,10,0,19,2,17,14,2,29,9,2,1,5,2,3,2,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7,20,10,50,5,10,5,60,0,10,10,10,10,8,8,7,7,7
440,1,1,2,2,17,11,7.5,21,1,2,8,2,1,7,2,1,10,10,10,10,7,7,7,3,1,3,5,5,10,8,10,8,5,7,35,5,30,20,5,5,40,5,20,10,20,5,8,8,9,9,9
441,2,1,4,2,17,11,7,24,1,2,4,2,2,7,1,1,6,1,6,7,7,8,7,14,9,9,8,9,10,10,10,7,2,7,35,10,25,20,5,5,50,0,0,25,25,0,8,7,8,9,8
442,3,1,6,2,17,11,7.5,25,1,2,1,1,4,6,1,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1,6,40,10,0,45,0,5,30,10,10,20,30,10,7,9,8,8,9
443,4,1,8,2,17,11,7.714285714,27,13,3,1,3,2,6,2,9,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,30,25,10,20,0,15,40,0,20,20,20,0,7,10,9,7,7
444,5,1,10,2,17,11,7.555555556,26,8,2,5,1,2,4,2,7,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,3,50,10,10,30,0,0,30,20,10,30,5,5,8,7,9,8,7
445,6,1,12,2,17,11,12.5,30,13,2,1,1,2,5,2,9,9,6,8,8,5,3,9,5,9,10,5,4,10,8,9,5,1,5,40,12,18,12,6,12,30,15,10,20,20,5,9,8,7,10,7
446,7,1,14,2,17,11,7.5,28,8,3,2,2,1,4,3,7,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,25,25,20,0,0,6,8,9,7,5
447,8,1,16,2,17,11,7.5,26,13,4,1,1,1,7,2,7,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,3,15,30,25,20,0,10,20,20,15,25,10,10,6,10,6,7,4
448,9,1,18,2,17,11,6.888888889,22,1,2,1,1,1,2,1,7,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10
449,10,1,20,2,17,11,7.5,23,1,6,7,1,1,3,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8
450,11,1,21,2,17,11,7.5,25,13,2,3,7,2,6,2,9,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,3,50,5,5,5,5,30,25,5,5,5,30,30,9,6,7,10,10
451,12,1,22,2,17,11,7.5,30,8,4,3,1,2,3,3,7,3,3,2,4,4,3,3,4,3,6,7,5,7,7,8,6,6,3,20,40,5,20,5,10,20,40,10,10,10,10,2,4,4,4,4
452,13,1,23,2,17,11,6.888888889,29,8,4,7,1,1,5,3,7,9,6,8,7,8,7,8,7,9,8,7,8,9,8,10,5,3,7,35,30,25,5,0,5,35,5,15,30,5,10,7,8,7,10,8
453,14,1,24,2,17,11,7.555555556,27,1,4,4,3,2,6,5,1,6,3,5,6,6,5,6,5,3,6,6,4,7,6,5,4,1,6,30,30,30,5,0,5,20,15,20,15,15,15,5,6,7,8,5
454,1,0,1,1,18,6,4,27,15,2,3,3,2,7,3,2,5,8,5,9,9,9,7,1,4,9,4,9,9,8,8,4,9,5,10,20,20,20,10,20,30,20,10,20,10,10,8,9,9,9,7
455,2,0,3,1,18,6,3,24,10,4,5,5,1,6,2,2,3,5,3,10,10,7,7,1,8,10,4,8,9,8,9,9,7,4,10,25,20,16,20,9,25,12,12,20,11,20,7,9,9,8,8
456,3,0,5,1,18,6,2,29,8,4,3,2,2,6,1,7,1,1,8,8,7,7,6,2,8,8,4,7,7,6,6,8,8,2,25,20,15,10,15,15,30,15,10,15,10,20,8,8,6,7,7
457,4,0,7,1,18,6,1,55,6,4,1,1,6,7,3,6,1,2,1,8,9,9,10,1,1,10,4,7,3,10,8,1,1,10,25,0,25,25,0,25,30,20,10,15,10,15,7,6,7,8,3
458,5,0,9,1,18,6,6,29,8,4,9,8,1,4,1,7,9,1,6,10,8,6,9,3,6,9,7,8,8,4,1,10,9,5,50,5,25,20,0,0,50,10,20,0,0,20,10,10,9,10,10
459,6,0,11,1,18,6,5,26,8,4,6,1,1,5,3,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,5,30,10,10,30,10,10,50,0,0,30,0,20,5,5,5,5,8
460,1,1,2,1,18,6,3.5,33,7,2,2,1,1,4,2,2,9,7,10,10,10,10,8,1,7,9,10,6,9,10,10,1,5,8,20,10,20,15,15,20,15,20,15,10,20,15,8,8,7,9,7
461,2,1,4,1,18,6,3.5,27,5,6,2,2,1,7,4,4,9,8,9,9,7,7,9,8,6,2,2,7,6,6,6,4,4,7,40,20,20,10,10,0,50,10,15,15,10,0,6,8,9,8,7
462,3,1,6,1,18,6,3.5,33,5,4,1,5,4,6,6,2,8,7,5,2,6,6,1,2,7,3,8,5,7,6,9,2,2,8,30,30,10,10,0,20,20,20,10,20,10,20,4,9,6,8,2
463,4,1,8,1,18,6,2,23,10,4,3,2,2,7,1,10,5,4,7,5,4,3,3,5,4,5,4,4,4,4,7,3,1,5,15,15,15,15,15,25,15,15,15,15,15,25,6,7,7,8,7
464,5,1,10,1,18,6,3.5,33,8,4,1,1,1,3,1,7,10,9,6,7,3,3,5,5,9,3,4,6,7,7,7,2,1,5,15,15,15,20,15,20,20,20,20,10,20,10,5,8,8,9,10
466,1,0,1,2,19,15,3,24,18,2,1,1,6,7,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,10,20,20,15,20,15,45,5,15,15,10,10,7,9,7,8,8
467,2,0,3,2,19,15,10,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,60,5,15,10,5,5,8,8,8,8,8
468,3,0,5,2,19,15,6,25,13,6,5,2,1,6,3,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6,4,15,25,15,15,15,15,30,15,20,15,10,10,8,9,6,8,8
469,4,0,7,2,19,15,5,25,13,4,1,1,2,3,1,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9,4,20,10,20,20,10,20,40,10,20,10,10,10,8,8,8,6,6
470,5,0,9,2,19,15,13,29,4,4,1,1,1,4,2,4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,4,10,20,25,25,10,10,60,10,10,10,5,5,4,9,5,8,6
471,6,0,11,2,19,15,12,30,4,4,8,8,2,5,3,4,3,4,6,10,7,7,5,2,9,7,8,6,8,6,6,10,4,5,15,15,25,10,15,20,25,10,15,15,15,20,7,8,8,9,9
472,7,0,13,2,19,15,1,25,5,3,1,3,2,4,2,5,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9,4,10,25,25,20,10,10,30,5,10,30,5,20,8,10,10,8,9
473,8,0,15,2,19,15,9,34,10,4,1,1,2,6,4,2,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,7,15,20,20,15,15,15,20,20,15,15,15,15,7,9,8,10,7
474,9,0,17,2,19,15,8,30,10,1,1,1,1,6,5,2,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,9,15,20,10,30,5,20,50,10,10,10,10,10,9,9,10,8,7
475,10,0,19,2,19,15,15,27,13,3,1,2,1,6,2,9,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,5,10,15,30,10,15,20,40,5,10,15,10,20,5,8,5,7,7
476,11,0,21,2,19,15,14,25,13,2,1,3,5,5,2,9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,5,20,20,20,15,15,10,50,5,5,30,5,5,7,9,5,7,6
477,12,0,23,2,19,15,4,27,5,3,5,7,1,4,2,5,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,7,16,19,16,17,15,17,25,20,15,20,10,10,6,8,7,7,7
479,15,0,28,2,19,15,7,27,13,2,3,3,1,4,3,7,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,6,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
480,16,0,30,2,19,15,11,26,5,2,4,6,1,4,1,5,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,4,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
481,1,1,2,2,19,15,8.461538462,23,9,2,8,1,2,3,2,2,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,6,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
482,2,1,4,2,19,15,8.4,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
483,3,1,6,2,19,15,8.230769231,28,3,2,1,1,6,3,1,2,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,5,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
484,4,1,8,2,19,15,8.2,31,18,4,1,1,1,6,4,15,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,6,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
485,5,1,10,2,19,15,8.583333333,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
486,6,1,12,2,19,15,8.727272727,32,10,3,1,1,3,6,2,4,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,8,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
487,7,1,14,2,19,15,8.727272727,24,6,4,1,1,1,5,3,2,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,5,25,26,15,10,9,15,15,15,15,20,20,15,7,9,6,8,5
488,8,1,16,2,19,15,8,29,8,4,1,1,3,2,3,7,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,5,15,20,20,20,5,20,20,20,20,20,10,10,5,10,7,10,8
489,9,1,18,2,19,15,8,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,20,10,20,20,20,0,20,20,20,20,20,0,6,8,8,9,10
490,10,1,20,2,19,15,8.090909091,29,14,2,6,1,2,6,3,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,25,10,15,0,3,7,6,8,6
491,11,1,22,2,19,15,8.25,29,8,3,3,3,2,4,1,7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,50,10,10,20,5,5,7,7,7,7,7
492,12,1,24,2,19,15,8,30,10,6,1,1,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,10
493,13,1,25,2,19,15,8.125,20,13,4,1,1,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,30,10,10,30,10,10,25,25,10,20,10,10,7,7,8,8,8
494,14,1,27,2,19,15,9.181818182,30,6,2,2,8,4,3,3,6,8,10,4,10,10,10,1,1,4,8,6,9,10,7,8,9,10,6,25,25,25,25,0,0,45,2,5,8,20,20,9,10,10,10,7
495,15,1,29,2,19,15,9.5,32,15,6,5,6,2,2,1,6,7,5,6,7,5,6,7,7,6,5,6,7,7,6,5,5,6,6,20,20,20,15,15,10,20,10,20,20,15,15,7,7,7,8,9
496,1,0,1,1,20,7,2,23,5,4,1,1,1,5,2,2,8,1,8,7,7,7,8,1,1,7,3,3,3,5,5,5,5,5,20,30,20,20,10,0,30,10,20,30,0,10,5,8,6,9,8
497,2,0,3,1,20,7,4,24,10,2,5,5,1,7,1,2,7,5,1,8,7,6,7,3,1,7,8,6,9,9,8,8,7,6,10,20,20,20,20,10,30,10,10,20,10,20,8,10,10,9,8
498,3,0,5,1,20,7,5,25,10,2,9,9,1,4,1,2,3,1,5,7,3,3,6,6,9,8,9,6,8,8,8,3,1,5,18,18,18,18,18,10,25,8,7,25,15,20,8,9,10,9,10
499,4,0,6,1,20,7,3,26,10,2,1,9,5,4,1,2,1,1,1,9,9,9,2,1,8,9,6,8,10,10,10,5,1,4,19,19,19,19,5,19,60,6,6,20,1,7,9,10,9,10,4
500,5,0,8,1,20,7,6,25,10,1,7,9,1,5,3,2,4,2,6,7,7,7,2,2,7,8,5,7,8,8,8,6,5,6,10,15,35,15,10,15,50,5,10,20,5,10,8,9,9,9,9
501,6,0,10,1,20,7,1,26,10,2,7,4,5,4,3,2,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6,7,30,10,20,10,10,20,40,15,5,30,5,5,8,9,8,9,9
502,1,1,2,1,20,6,3.5,26,5,4,1,1,1,3,2,7,8,8,9,6,5,5,10,9,8,7,8,6,9,5,8,3,4,3,40,20,20,20,0,0,20,20,20,10,10,20,7,7,9,9,9
503,2,1,4,1,20,6,3.5,25,10,2,1,5,5,6,5,2,2,4,4,8,8,8,7,5,2,6,5,7,8,9,9,7,7,5,30,30,40,0,0,0,20,15,15,15,20,15,7,9,4,10,5
504,4,1,7,1,20,6,3.5,23,5,2,1,1,2,5,2,7,1,1,2,4,4,4,8,1,3,6,1,5,6,7,7,3,1,7,30,0,30,15,15,10,30,10,10,20,20,10,7,5,6,8,8
505,5,1,9,1,20,6,3.8,27,6,4,1,1,3,4,1,6,10,6,10,5,10,10,9,7,1,10,10,10,10,10,10,10,10,6,20,14,18,16,16,16,18,16,16,18,16,16,9,10,8,10,10
506,6,1,11,1,20,6,3.8,24,2,4,5,5,1,7,2,7,6,4,6,7,7,7,8,2,4,9,2,5,5,5,5,2,1,4,15,15,20,15,15,20,20,20,10,20,10,20,5,8,7,9,10
507,7,1,12,1,20,6,3.8,24,2,4,1,1,5,7,3,2,10,9,10,9,9,8,7,4,5,8,5,7,6,6,8,3,2,5,20,20,20,20,20,0,30,10,10,30,10,10,7,8,7,8,7
508,8,1,13,1,20,6,3.5,36,2,4,1,5,3,5,1,10,10,4,7,6,4,4,4,9,7,10,3,5,4,7,10,4,8,7,18,10,18,18,18,18,15,20,20,20,15,10,7,8,8,9,8
509,1,0,1,2,21,22,21,28,6,4,2,2,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,6,10,20,30,10,10,20,50,10,10,10,10,10,5,6,4,8,9
510,2,0,3,2,21,22,12,26,8,3,3,3,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4
511,3,0,5,2,21,22,15,23,5,4,2,2,2,7,3,7,6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8,6,20,10,10,30,15,15,60,5,10,10,5,10,8,4,10,8,8
513,5,0,9,2,21,22,22,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,20,20,20,20,5,15,90,0,0,10,0,0,6,8,7,6,4
514,6,0,11,2,21,22,16,23,3,2,8,9,2,4,3,2,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,7,20,20,20,15,5,20,30,5,15,30,0,20,8,10,8,9,7
515,7,0,13,2,21,22,10,23,6,2,8,5,1,6,3,16,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,6,20,20,20,15,10,15,30,15,20,15,5,15,8,10,8,10,8
516,8,0,15,2,21,22,18,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,58,5,8,10,7,12,40,5,10,20,5,20,8,9,9,8,8
517,9,0,17,2,21,22,1,30,15,3,1,1,5,5,3,6,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,3,15,20,20,20,5,10,30,20,15,15,10,10,8,9,7,9,7
518,10,0,19,2,21,22,6,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,20,25,25,30,5,5,35,10,10,30,5,10,6,9,8,8,7
519,11,0,21,2,21,22,20,26,9,2,8,9,2,4,2,13,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,6,40,5,30,15,5,5,80,2,5,10,1,2,8,10,9,9,10
520,12,0,23,2,21,22,9,28,11,6,2,1,1,7,1,9,4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2,5,25,15,25,15,10,10,40,5,15,20,10,10,8,9,7,8,5
521,13,0,25,2,21,22,8,26,11,2,3,1,1,3,1,9,7,7,8,8,8,8,10,7,5,8,6,7,8,8,8,6,6,6,10,30,20,15,15,10,20,15,20,20,15,10,7,9,9,8,8
522,14,0,27,2,21,22,4,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,5,10,20,15,20,15,20,20,15,15,20,10,20,7,7,7,9,8
523,15,0,29,2,21,22,5,27,9,4,3,2,2,4,3,10,8,1,5,9,4,3,6,7,8,13,5,2,7,8,9,3,1,9,10,25,20,20,5,20,10,25,20,20,5,20,6,9,8,9,6
524,16,0,31,2,21,22,11,25,4,4,9,6,2,7,4,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5,6,15,20,25,20,10,10,35,10,15,20,10,10,5,9,7,8,7
525,17,0,33,2,21,22,17,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,10,15,30,20,15,10,50,5,5,25,5,10,6,10,8,10,9
