iid,gender,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,like_o,prob_o,met_o,dec,attr,sinc,intel,fun,amb,like,prob,met
486,1,9,2,467,0,0.59,0,24,2,20,20,20,20,20,0,1,7,8,10,7,9,5,4,2,0,9,7,7,4,8,5,2,0
486,1,4,4,469,0,0.17,0,25,4,20,10,20,20,10,20,0,7,7,7,5,8,7,6,2,0,8,7,6,8,6,6,3,0
486,1,11,6,471,0,0.39,0,30,4,15,15,25,10,15,20,0,6,6,5,5,4,2,2,2,0,6,7,8,6,8,6,4,0
486,1,15,7,472,0,0.74,1,25,3,10,25,25,20,10,10,0,3,4,6,5,9,6,10,2,0,4,7,7,6,8,4,3,0
486,1,8,8,473,0,0.53,0,34,4,15,20,20,15,15,15,1,8,9,9,8,8,7,6,2,0,5,7,6,4,5,3,2,0
486,1,7,9,474,1,0.5,0,30,1,15,20,10,30,5,20,1,7,9,9,6,10,7,8,2,1,9,7,6,9,9,7,6,0
486,1,14,10,475,0,0.58,1,27,3,10,15,30,10,15,20,1,5,6,7,5,5,5,5,2,0,5,7,6,5,7,7,4,0
486,1,13,11,476,0,0.47,0,25,2,20,20,20,15,15,10,1,8,8,8,7,8,5,6,2,0,8,8,7,6,7,7,3,0
486,1,3,12,477,0,0.66,1,27,3,16,19,16,17,15,17,0,6,6,8,5,7,6,5,2,0,4,6,7,7,6,6,5,0
486,1,6,15,479,0,0.37,0,27,2,15,15,20,20,15,15,0,3,8,9,6,9,5,8,2,1,9,7,8,7,7,7,5,0
486,1,10,16,480,0,0.55,0,26,2,16,18,18,20,12,16,0,4,10,9,8,9,6,7,2,0,6,8,9,6,7,7,4,0
487,1,3,2,467,0,0.24,0,24,2,20,20,20,20,20,0,1,6,10,10,8,8,5,4,2,0,8,5,5,5,9,6,4,0
487,1,14,3,468,0,0.31,0,25,6,15,25,15,15,15,15,0,4,7,7,3,3,5,5,2,1,4,7,8,6,8,7,3,0
487,1,13,4,469,0,0.42,1,25,4,20,10,20,20,10,20,0,3,9,8,3,6,6,6,2,1,7,7,7,5,5,6,4,0
487,1,6,5,470,0,0.5,1,29,4,10,20,25,25,10,10,0,2,6,7,2,2,4,3,2,1,7,4,7,4,8,5,2,0
487,1,5,6,471,0,0.3,1,30,4,15,15,25,10,15,20,0,4,8,8,4,5,3,3,2,1,5,4,6,5,6,5,3,0
487,1,9,7,472,0,0.04,0,25,3,10,25,25,20,10,10,0,1,3,7,1,8,5,6,2,1,7,5,7,5,5,5,3,0
487,1,2,8,473,0,0.64,1,34,4,15,20,20,15,15,15,0,8,10,10,9,9,7,5,2,0,5,5,6,5,6,5,4,0
487,1,1,9,474,0,-0.21,0,30,1,15,20,10,30,5,20,0,4,10,9,5,7,7,5,2,1,7,6,7,7,7,8,6,0
487,1,7,11,476,0,0.03,0,25,2,20,20,20,15,15,10,0,4,6,9,2,3,3,3,2,0,7,8,5,5,6,3,2,0
487,1,15,15,479,0,-0.29,0,27,2,15,15,20,20,15,15,0,2,9,8,2,4,4,5,2,1,8,6,7,7,5,7,4,0
487,1,4,16,480,0,-0.07,0,26,2,16,18,18,20,12,16,0,2,3,5,1,2,4,1,2,0,5,4,5,5,4,4,3,0
488,1,6,1,466,0,0.31,0,24,2,10,20,20,15,20,15,0,2,6,7,5,7,5,5,2,1,8,8,8,8,8,8,8,0
488,1,13,2,467,0,0.49,0,24,2,20,20,20,20,20,0,0,6,7,8,9,9,6,4,2,1,8,8,8,8,8,8,8,0
488,1,9,3,468,0,0.33,0,25,6,15,25,15,15,15,15,0,4,8,8,5,5,5,7,2,1,10,7,8,8,10,8,8,0
488,1,8,4,469,0,0.31,1,25,4,20,10,20,20,10,20,1,4,7,6,6,5,7,7,2,0,5,5,8,5,5,5,5,0
488,1,1,5,470,1,0.56,1,29,4,10,20,25,25,10,10,1,5,5,5,8,5,7,7,2,1,8,8,8,8,8,8,5,0
488,1,15,6,471,0,0.69,1,30,4,15,15,25,10,15,20,0,4,2,4,3,7,1,1,2,0,5,5,5,5,5,5,5,0
488,1,4,7,472,0,0.19,0,25,3,10,25,25,20,10,10,0,2,3,3,4,4,2,8,2,1,8,8,8,8,8,8,8,0
488,1,12,8,473,0,0.48,1,34,4,15,20,20,15,15,15,1,8,8,8,8,10,8,7,2,0,5,5,5,5,5,5,5,0
488,1,11,9,474,0,0.02,0,30,1,15,20,10,30,5,20,0,5,8,9,6,8,6,10,2,1,9,9,9,9,9,9,9,0
488,1,3,10,475,0,0.61,0,27,3,10,15,30,10,15,20,0,4,4,6,4,4,5,6,2,1,10,10,10,10,10,10,10,0
488,1,7,12,477,0,-0.02,0,27,3,16,19,16,17,15,17,0,6,6,8,7,9,6,5,2,1,5,5,5,5,5,9,5,0
488,1,10,15,479,0,-0.03,0,27,2,15,15,20,20,15,15,0,4,6,8,4,9,3,8,2,1,10,10,10,10,10,10,9,0
488,1,14,16,480,1,0.11,0,26,2,16,18,18,20,12,16,1,7,9,9,8,8,7,10,2,1,10,10,10,10,10,10,10,0
489,1,7,1,466,0,-0.03,1,24,2,10,20,20,15,20,15,0,5,6,6,5,5,5,4,2,1,8,6,8,8,6,6,7,0
489,1,14,2,467,1,0.06,1,24,2,20,20,20,20,20,0,1,9,9,9,10,10,8,5,2,1,8,9,8,7,8,8,7,0
489,1,10,3,468,0,-0.16,0,25,6,15,25,15,15,15,15,0,8,7,7,6,7,7,7,2,1,8,8,9,7,8,8,8,0
489,1,9,4,469,1,-0.17,0,25,4,20,10,20,20,10,20,1,7,4,5,8,5,6,9,2,1,10,8,8,8,8,10,8,0
489,1,2,5,470,1,0.26,0,29,4,10,20,25,25,10,10,1,7,7,5,7,5,8,5,2,1,7,7,9,9,8,10,8,0
489,1,1,6,471,1,0.04,0,30,4,15,15,25,10,15,20,1,7,7,7,7,7,7,7,2,1,6,8,9,7,8,7,8,0
489,1,5,7,472,0,0.25,0,25,3,10,25,25,20,10,10,0,7,6,5,7,6,5,7,2,0,6,8,7,4,4,5,7,0
489,1,13,8,473,0,0.07,0,34,4,15,20,20,15,15,15,1,9,9,9,8,9,9,7,2,0,5,5,6,5,5,5,5,0
489,1,12,9,474,1,-0.07,0,30,1,15,20,10,30,5,20,1,10,9,9,9,8,9,10,2,1,8,7,8,8,9,8,8,0
489,1,3,11,476,0,0.06,1,25,2,20,20,20,15,15,10,1,7,6,6,5,5,5,5,2,0,5,7,5,5,5,5,5,0
489,1,8,12,477,0,0.12,0,27,3,16,19,16,17,15,17,1,7,6,8,8,7,7,6,2,0,5,7,10,6,9,5,5,0
489,1,15,16,480,1,0.08,1,26,2,16,18,18,20,12,16,1,9,8,8,7,7,8,7,2,1,8,8,8,8,7,7,8,0
490,1,13,1,466,0,0.43,1,24,2,10,20,20,15,20,15,0,0,4,6,4,5,2,5,2,1,7,9,8,7,6,7,6,0
490,1,1,3,468,0,0.65,0,25,6,15,25,15,15,15,15,0,3,8,8,4,8,6,7,2,1,8,7,7,6,6,7,6,0
490,1,8,5,470,0,0.78,0,29,4,10,20,25,25,10,10,0,2,4,6,4,3,2,2,2,1,9,8,9,8,9,8,5,0
490,1,7,6,471,0,0.59,0,30,4,15,15,25,10,15,20,0,4,6,6,5,5,3,2,2,1,9,8,8,6,9,6,5,0
490,1,11,7,472,0,0.31,0,25,3,10,25,25,20,10,10,0,2,3,4,4,6,5,8,2,0,8,7,8,6,6,8,4,0
490,1,4,8,473,0,0.91,0,34,4,15,20,20,15,15,15,1,8,8,10,10,9,8,6,2,0,7,6,8,5,7,5,5,0
490,1,3,9,474,0,-0.04,0,30,1,15,20,10,30,5,20,0,4,5,9,7,8,5,5,2,1,8,8,8,8,7,7,7,0
490,1,10,10,475,0,0.53,0,27,3,10,15,30,10,15,20,0,3,3,4,3,3,3,4,2,1,10,9,7,7,7,9,5,0
490,1,14,12,477,0,0.12,0,27,3,16,19,16,17,15,17,0,6,8,8,8,7,7,6,2,1,10,9,9,6,7,7,5,0
490,1,2,15,479,0,-0.09,1,27,2,15,15,20,20,15,15,0,2,8,7,5,5,2,6,2,0,8,6,6,6,7,5,4,0
490,1,6,16,480,0,0.19,1,26,2,16,18,18,20,12,16,0,3,8,6,6,6,6,4,2,1,9,10,9,7,7,9,6,0
491,1,8,1,466,0,0.35,0,24,2,10,20,20,15,20,15,0,5,4,5,5,5,3,2,2,1,7,6,7,7,7,5,5,0
491,1,15,2,467,1,0.61,0,24,2,20,20,20,20,20,0,1,9,10,10,10,10,8,5,2,1,7,7,8,7,6,5,6,0
491,1,11,3,468,0,0.47,0,25,6,15,25,15,15,15,15,0,8,8,7,6,6,5,5,2,0,6,7,8,7,6,5,6,0
491,1,10,4,469,1,-0.22,0,25,4,20,10,20,20,10,20,1,8,8,8,8,8,8,5,2,1,8,7,6,6,7,7,5,0
491,1,3,5,470,1,0.23,0,29,4,10,20,25,25,10,10,1,7,6,8,5,5,7,5,2,1,8,7,7,8,8,7,6,0
491,1,2,6,471,0,0.19,0,30,4,15,15,25,10,15,20,1,8,7,7,8,8,7,6,2,0,7,7,7,7,7,6,6,0
491,1,6,7,472,0,0.57,1,25,3,10,25,25,20,10,10,1,5,3,9,10,9,7,8,2,0,6,7,7,7,6,5,6,0
491,1,14,8,473,0,0.23,0,34,4,15,20,20,15,15,15,1,9,9,9,9,10,8,7,2,0,6,7,6,5,5,5,4,0
491,1,5,10,475,0,0.3,1,27,3,10,15,30,10,15,20,1,8,5,7,7,7,5,5,2,0,5,6,5,5,5,5,5,0
491,1,4,11,476,0,0.6,0,25,2,20,20,20,15,15,10,0,9,5,7,8,6,6,5,2,0,5,6,6,7,6,5,5,0
491,1,9,12,477,0,0.59,1,27,3,16,19,16,17,15,17,1,9,7,8,8,8,7,5,2,0,5,5,5,5,5,7,7,0
491,1,12,15,479,0,0.45,0,27,2,15,15,20,20,15,15,1,7,6,8,7,9,7,8,2,0,6,6,7,6,6,5,5,0
492,1,1,1,466,0,0.16,0,24,2,10,20,20,15,20,15,0,7,6,8,5,7,5,5,2,0,10,10,10,10,10,10,2,0
492,1,8,2,467,1,0.12,0,24,2,20,20,20,20,20,0,1,8,10,10,9,9,8,5,2,1,10,8,10,8,10,2,1,0
492,1,4,3,468,1,0.16,1,25,6,15,25,15,15,15,15,1,9,8,8,8,8,7,6,2,1,10,10,10,10,10,10,5,0
492,1,3,4,469,1,0.27,0,25,4,20,10,20,20,10,20,1,9,8,8,9,7,8,8,2,1,10,10,10,10,10,10,5,0
492,1,11,5,470,0,0.11,0,29,4,10,20,25,25,10,10,0,3,5,4,5,2,6,4,2,1,10,10,10,10,8,10,6,0
492,1,14,7,472,1,0.12,0,25,3,10,25,25,20,10,10,1,10,9,10,10,10,10,10,2,1,8,10,10,2,8,8,1,0
492,1,7,8,473,0,-0.16,0,34,4,15,20,20,15,15,15,1,8,10,10,8,9,9,7,2,0,8,10,10,2,8,8,1,0
492,1,6,9,474,1,0.32,0,30,1,15,20,10,30,5,20,1,8,7,7,9,7,7,10,2,1,10,10,10,10,10,10,7,0
492,1,13,10,475,1,0.09,0,27,3,10,15,30,10,15,20,1,6,4,5,5,6,5,5,2,1,10,8,10,8,2,3,2,0
492,1,12,11,476,0,0.27,0,25,2,20,20,20,15,15,10,1,8,6,7,7,5,7,5,2,0,7,10,10,10,10,10,1,0
492,1,2,12,477,0,0.32,0,27,3,16,19,16,17,15,17,1,8,7,8,8,8,8,6,2,0,5,10,10,5,5,8,2,0
493,1,11,4,469,1,0.67,1,25,4,20,10,20,20,10,20,1,9,9,7,8,5,8,8,2,1,9,10,9,9,8,9,7,0
493,1,4,5,470,0,0.01,1,29,4,10,20,25,25,10,10,0,3,7,2,3,3,5,3,2,0,6,7,9,6,9,4,1,0
493,1,3,6,471,0,0.2,1,30,4,15,15,25,10,15,20,0,6,8,6,6,6,5,5,2,0,7,10,10,7,9,4,1,0
493,1,7,7,472,0,-0.04,0,25,3,10,25,25,20,10,10,1,6,8,8,8,10,7,7,2,0,7,10,10,8,10,4,3,0
493,1,14,9,474,0,-0.21,0,30,1,15,20,10,30,5,20,0,9,8,8,9,8,8,10,2,0,6,7,10,9,6,9,4,0
493,1,6,10,475,0,0.11,0,27,3,10,15,30,10,15,20,1,8,5,7,7,7,7,5,2,0,7,9,10,10,10,9,6,0
493,1,10,12,477,0,0,0,27,3,16,19,16,17,15,17,1,8,6,6,7,7,7,5,2,0,6,10,10,8,7,7,5,0
493,1,13,15,479,0,0.16,0,27,2,15,15,20,20,15,15,1,7,6,7,7,9,6,7,2,0,7,9,10,9,8,8,4,0
494,1,10,1,466,0,0.25,1,24,2,10,20,20,15,20,15,0,4,8,7,7,6,7,6,2,1,9,8,7,9,7,8,8,0
494,1,2,2,467,0,0.29,1,24,2,20,20,20,20,20,0,1,8,10,10,10,9,8,5,2,0,8,8,8,7,7,7,4,0
494,1,13,3,468,1,0.26,0,25,6,15,25,15,15,15,15,1,5,7,7,6,6,7,6,2,1,9,8,9,8,8,8,8,0
494,1,5,5,470,0,0.68,0,29,4,10,20,25,25,10,10,0,3,7,4,4,3,6,3,2,1,8,8,8,8,8,8,6,0
494,1,4,6,471,0,0.39,0,30,4,15,15,25,10,15,20,0,6,7,8,6,6,4,4,2,1,7,8,8,7,7,7,5,0
494,1,1,8,473,0,0.34,0,34,4,15,20,20,15,15,15,1,10,9,10,10,10,10,8,2,0,8,8,9,6,9,6,6,0
494,1,15,9,474,1,-0.06,0,30,1,15,20,10,30,5,20,1,9,9,9,9,6,9,9,2,1,7,7,7,9,8,8,5,0
494,1,7,10,475,0,0.5,0,27,3,10,15,30,10,15,20,0,4,3,4,4,4,4,4,2,0,6,6,8,5,7,5,2,0
494,1,6,11,476,0,0.12,1,25,2,20,20,20,15,15,10,0,5,4,6,4,4,4,3,2,1,7,10,7,7,6,7,5,0
494,1,11,12,477,0,0.29,0,27,3,16,19,16,17,15,17,1,7,6,7,7,7,6,5,2,0,6,8,8,7,7,5,5,0
494,1,14,15,479,0,0.27,1,27,2,15,15,20,20,15,15,0,3,8,7,5,7,5,4,2,0,7,7,7,7,7,6,5,0
495,1,6,2,467,1,-0.01,0,24,2,20,20,20,20,20,0,1,7,8,9,9,8,7,5,2,1,8,7,6,7,6,7,7,0
495,1,2,3,468,0,-0.07,1,25,6,15,25,15,15,15,15,0,4,7,7,7,7,5,6,2,0,7,5,7,5,5,6,6,0
495,1,1,4,469,0,-0.19,0,25,4,20,10,20,20,10,20,0,4,4,8,6,7,6,2,2,1,7,7,6,5,5,7,6,0
495,1,9,5,470,1,-0.18,0,29,4,10,20,25,25,10,10,1,4,4,6,9,2,7,5,2,1,6,7,7,6,7,6,6,0
495,1,8,6,471,0,-0.22,0,30,4,15,15,25,10,15,20,0,5,5,5,6,4,2,1,2,0,7,7,7,6,6,6,5,0
495,1,5,8,473,0,0.03,0,34,4,15,20,20,15,15,15,1,8,8,10,10,9,8,6,2,0,5,7,7,4,4,5,5,0
495,1,11,10,475,0,0.09,0,27,3,10,15,30,10,15,20,0,4,3,4,5,3,4,5,2,1,7,7,7,7,5,6,7,0
495,1,10,11,476,0,-0.08,0,25,2,20,20,20,15,15,10,0,4,3,5,7,3,3,3,2,0,7,7,7,5,4,6,7,0
495,1,15,12,477,0,0.29,0,27,3,16,19,16,17,15,17,0,6,7,8,8,7,6,5,2,0,7,7,6,6,6,6,6,0
495,1,3,15,479,0,0.07,0,27,2,15,15,20,20,15,15,0,2,6,5,6,4,2,8,2,1,7,6,7,5,7,6,6,0
496,0,2,2,503,0,0.24,0,25,2,30,30,40,0,0,0,1,8,8,10,6,5,9,6,2,0,2,4,8,5,8,5,6,0
496,0,1,4,504,0,0.31,0,23,2,30,0,30,15,15,10,1,8,10,10,8,7,8,8,2,0,6,7,8,7,9,6,5,0
496,0,3,8,508,0,0.13,1,36,4,18,10,18,18,18,18,1,6,7,6,6,6,7,6,2,0,5,5,7,6,7,3,2,0
497,0,1,1,502,0,-0.36,0,26,4,40,20,20,20,0,0,1,9,8,8,8,8,9,10,1,0,6,9,8,8,10,8,9,0
497,0,4,2,503,0,0.67,1,25,2,30,30,40,0,0,0,0,5,6,6,7,6,5,4,1,0,3,6,4,4,4,4,4,1
497,0,3,4,504,0,0.48,1,23,2,30,0,30,15,15,10,1,7,7,7,7,7,6,5,2,0,8,7,7,7,6,7,7,0
497,0,2,5,505,0,0.53,0,27,4,20,14,18,16,16,16,0,7,9,8,7,8,7,4,2,0,6,8,7,6,6,5,6,0
497,0,7,6,506,0,0.14,0,24,4,15,15,20,15,15,20,0,6,5,5,6,4,5,3,2,0,4,6,6,2,5,6,7,0
497,0,6,7,507,0,-0.06,0,24,4,20,20,20,20,20,0,0,4,7,9,5,8,6,5,2,0,6,7,7,5,6,7,7,0
497,0,5,8,508,0,-0.19,0,36,4,18,10,18,18,18,18,1,7,8,8,8,8,7,6,2,0,7,6,5,5,6,6,6,0
498,0,5,2,503,0,0.14,1,25,2,30,30,40,0,0,0,0,7,8,8,7,6,8,6,1,0,1,1,10,1,9,3,3,1
498,0,4,4,504,0,0.41,1,23,2,30,0,30,15,15,10,1,6,6,6,6,6,5,5,2,0,8,5,9,4,9,5,5,0
498,0,3,5,505,0,-0.16,0,27,4,20,14,18,16,16,16,1,8,9,9,8,9,8,5,2,0,8,10,9,4,8,5,5,0
498,0,1,6,506,0,-0.04,0,24,4,15,15,20,15,15,20,0,6,6,7,4,4,2,5,2,0,5,8,10,3,8,3,3,0
498,0,7,7,507,0,-0.35,0,24,4,20,20,20,20,20,0,1,7,8,9,6,8,7,5,2,0,3,10,9,7,8,7,5,0
498,0,6,8,508,0,0.25,0,36,4,18,10,18,18,18,18,1,6,8,8,7,8,7,6,2,0,3,4,7,3,8,1,2,0
499,0,7,1,502,0,-0.46,0,26,4,40,20,20,20,0,0,1,7,7,9,7,8,7,8,2,0,1,10,9,10,6,7,1,0
499,0,3,2,503,0,0.65,1,25,2,30,30,40,0,0,0,0,7,8,8,7,6,8,6,1,0,1,10,10,7,10,7,6,1
499,0,2,4,504,1,0.59,1,23,2,30,0,30,15,15,10,1,5,8,7,6,8,6,5,2,1,5,10,9,8,5,6,6,0
499,0,1,5,505,0,0.07,0,27,4,20,14,18,16,16,16,0,5,8,9,6,8,7,3,2,0,5,5,4,2,8,5,5,0
499,0,6,6,506,0,0.24,0,24,4,15,15,20,15,15,20,0,4,5,6,4,5,3,4,2,0,1,9,8,1,10,1,5,0
499,0,5,7,507,0,-0.1,0,24,4,20,20,20,20,20,0,0,6,9,9,8,5,8,5,2,1,6,9,9,10,6,7,6,0
499,0,4,8,508,1,-0.06,0,36,4,18,10,18,18,18,18,1,6,9,8,7,8,7,6,2,1,6,8,10,8,6,7,6,0
500,0,6,2,503,0,0.48,0,25,2,30,30,40,0,0,0,1,7,8,7,6,6,8,5,2,0,2,5,7,7,6,4,4,0
500,0,5,4,504,0,0.47,0,23,2,30,0,30,15,15,10,1,6,6,6,6,6,4,7,2,0,4,5,5,4,5,4,4,0
500,0,4,5,505,0,0.18,0,27,4,20,14,18,16,16,16,0,5,9,9,8,8,7,6,2,0,6,5,8,5,8,5,4,0
500,0,2,6,506,0,0.26,0,24,4,15,15,20,15,15,20,1,6,8,7,6,8,5,6,2,0,5,5,8,5,9,6,5,0
500,0,1,7,507,1,0.05,0,24,4,20,20,20,20,20,0,1,7,9,9,7,9,8,5,2,1,8,7,8,8,7,6,7,0
500,0,7,8,508,0,0.11,0,36,4,18,10,18,18,18,18,1,5,9,9,7,8,7,7,2,0,7,4,5,4,5,4,5,0
501,0,1,2,503,0,0.72,1,25,2,30,30,40,0,0,0,1,6,8,5,6,5,7,6,2,0,5,8,8,7,7,6,5,0
501,0,7,4,504,1,0.61,1,23,2,30,0,30,15,15,10,1,6,6,6,6,6,5,5,2,1,8,8,7,8,7,9,8,0
501,0,6,5,505,0,0.63,0,27,4,20,14,18,16,16,16,0,6,8,8,8,8,7,6,2,0,7,8,8,8,6,6,7,0
501,0,4,6,506,0,0.47,0,24,4,15,15,20,15,15,20,0,6,6,6,6,5,3,3,2,0,8,7,7,5,7,5,4,0
501,0,3,7,507,0,0.31,0,24,4,20,20,20,20,20,0,0,7,8,8,9,9,7,5,2,1,7,7,6,8,7,8,7,0
501,0,2,8,508,0,-0.13,0,36,4,18,10,18,18,18,18,1,7,9,8,8,8,7,8,2,0,7,7,7,6,7,7,6,0
502,1,1,2,497,0,-0.36,0,24,2,10,20,20,20,20,10,0,6,9,8,8,10,8,9,2,1,9,8,8,8,8,9,10,1
502,1,6,4,499,0,-0.46,0,26,2,19,19,19,19,5,19,0,1,10,9,10,6,7,1,2,1,7,7,9,7,8,7,8,0
503,1,2,1,496,0,0.24,0,23,4,20,30,20,20,10,0,0,2,4,8,5,8,5,6,2,1,8,8,10,6,5,9,6,0
503,1,4,2,497,0,0.67,1,24,2,10,20,20,20,20,10,0,3,6,4,4,4,4,4,1,0,5,6,6,7,6,5,4,1
503,1,5,3,498,0,0.14,1,25,2,18,18,18,18,18,10,0,1,1,10,1,9,3,3,1,0,7,8,8,7,6,8,6,1
503,1,3,4,499,0,0.65,1,26,2,19,19,19,19,5,19,0,1,10,10,7,10,7,6,1,0,7,8,8,7,6,8,6,1
503,1,6,5,500,0,0.48,0,25,1,10,15,35,15,10,15,0,2,5,7,7,6,4,4,2,1,7,8,7,6,6,8,5,0
503,1,1,6,501,0,0.72,1,26,2,30,10,20,10,10,20,0,5,8,8,7,7,6,5,2,1,6,8,5,6,5,7,6,0
504,1,1,1,496,0,0.31,0,23,4,20,30,20,20,10,0,0,6,7,8,7,9,6,5,2,1,8,10,10,8,7,8,8,0
504,1,3,2,497,0,0.48,1,24,2,10,20,20,20,20,10,0,8,7,7,7,6,7,7,2,1,7,7,7,7,7,6,5,0
504,1,4,3,498,0,0.41,1,25,2,18,18,18,18,18,10,0,8,5,9,4,9,5,5,2,1,6,6,6,6,6,5,5,0
504,1,2,4,499,1,0.59,1,26,2,19,19,19,19,5,19,1,5,10,9,8,5,6,6,2,1,5,8,7,6,8,6,5,0
504,1,5,5,500,0,0.47,0,25,1,10,15,35,15,10,15,0,4,5,5,4,5,4,4,2,1,6,6,6,6,6,4,7,0
504,1,6,6,501,1,0.61,1,26,2,30,10,20,10,10,20,1,8,8,7,8,7,9,8,2,1,6,6,6,6,6,5,5,0
505,1,2,2,497,0,0.53,0,24,2,10,20,20,20,20,10,0,6,8,7,6,6,5,6,2,0,7,9,8,7,8,7,4,0
505,1,3,3,498,0,-0.16,0,25,2,18,18,18,18,18,10,0,8,10,9,4,8,5,5,2,1,8,9,9,8,9,8,5,0
505,1,1,4,499,0,0.07,0,26,2,19,19,19,19,5,19,0,5,5,4,2,8,5,5,2,0,5,8,9,6,8,7,3,0
505,1,4,5,500,0,0.18,0,25,1,10,15,35,15,10,15,0,6,5,8,5,8,5,4,2,0,5,9,9,8,8,7,6,0
505,1,5,6,501,0,0.63,0,26,2,30,10,20,10,10,20,0,7,8,8,8,6,6,7,2,0,6,8,8,8,8,7,6,0
506,1,6,2,497,0,0.14,0,24,2,10,20,20,20,20,10,0,4,6,6,2,5,6,7,2,0,6,5,5,6,4,5,3,0
506,1,1,3,498,0,-0.04,0,25,2,18,18,18,18,18,10,0,5,8,10,3,8,3,3,2,0,6,6,7,4,4,2,5,0
506,1,5,4,499,0,0.24,0,26,2,19,19,19,19,5,19,0,1,9,8,1,10,1,5,2,0,4,5,6,4,5,3,4,0
506,1,2,5,500,0,0.26,0,25,1,10,15,35,15,10,15,0,5,5,8,5,9,6,5,2,1,6,8,7,6,8,5,6,0
506,1,3,6,501,0,0.47,0,26,2,30,10,20,10,10,20,0,8,7,7,5,7,5,4,2,0,6,6,6,6,5,3,3,0
507,1,5,2,497,0,-0.06,0,24,2,10,20,20,20,20,10,0,6,7,7,5,6,7,7,2,0,4,7,9,5,8,6,5,0
507,1,6,3,498,0,-0.35,0,25,2,18,18,18,18,18,10,0,3,10,9,7,8,7,5,2,1,7,8,9,6,8,7,5,0
507,1,4,4,499,0,-0.1,0,26,2,19,19,19,19,5,19,1,6,9,9,10,6,7,6,2,0,6,9,9,8,5,8,5,0
507,1,1,5,500,1,0.05,0,25,1,10,15,35,15,10,15,1,8,7,8,8,7,6,7,2,1,7,9,9,7,9,8,5,0
507,1,2,6,501,0,0.31,0,26,2,30,10,20,10,10,20,1,7,7,6,8,7,8,7,2,0,7,8,8,9,9,7,5,0
508,1,2,1,496,0,0.13,1,23,4,20,30,20,20,10,0,0,5,5,7,6,7,3,2,2,1,6,7,6,6,6,7,6,0
508,1,4,2,497,0,-0.19,0,24,2,10,20,20,20,20,10,0,7,6,5,5,6,6,6,2,1,7,8,8,8,8,7,6,0
508,1,5,3,498,0,0.25,0,25,2,18,18,18,18,18,10,0,3,4,7,3,8,1,2,2,1,6,8,8,7,8,7,6,0
508,1,3,4,499,1,-0.06,0,26,2,19,19,19,19,5,19,1,6,8,10,8,6,7,6,2,1,6,9,8,7,8,7,6,0
508,1,6,5,500,0,0.11,0,25,1,10,15,35,15,10,15,0,7,4,5,4,5,4,5,2,1,5,9,9,7,8,7,7,0
508,1,1,6,501,0,-0.13,0,26,2,30,10,20,10,10,20,0,7,7,7,6,7,7,6,2,1,7,9,8,8,8,7,8,0
509,0,8,1,531,0,-0.12,1,25,4,15,30,20,20,10,5,1,7,10,10,10,10,7,5,2,0,2,8,6,5,4,3,7,0
509,0,7,4,534,0,0.11,0,24,6,30,30,30,5,2,3,1,6,5,4,6,6,6,6,2,0,8,5,7,6,7,5,2,0
509,0,4,5,535,1,0.39,0,23,2,23,14,19,16,10,18,1,6,8,8,6,7,7,5,2,1,3,7,6,6,5,5,4,0
509,0,19,6,536,0,0.84,0,29,2,30,20,20,20,10,0,0,6,7,6,4,8,6,4,2,1,5,5,5,5,5,5,0,0
509,0,14,8,538,1,0.36,0,32,2,50,0,10,30,0,10,1,7,7,9,8,7,8,10,2,1,6,5,6,7,7,5,0,0
509,0,18,9,539,0,0.58,0,22,2,30,10,20,15,15,10,0,1,6,5,5,4,5,0,2,0,2,6,3,6,5,3,0,0
509,0,11,10,540,0,0.1,0,24,2,20,15,20,20,15,10,0,6,7,6,5,3,5,3,2,1,5,8,7,5,3,5,5,0
509,0,16,12,542,0,0.43,1,23,4,25,15,20,20,10,10,0,2,4,6,4,9,6,1,2,1,5,6,5,5,5,2,3,0
509,0,3,15,545,0,0.03,0,24,2,20,20,20,20,10,10,0,4,8,7,5,8,7,2,2,1,7,5,6,5,5,6,3,0
509,0,22,16,546,1,0.52,0,30,2,35,10,20,25,5,5,1,6,6,6,6,6,6,6,2,1,7,3,6,7,6,7,2,0
509,0,6,17,547,0,0.58,0,30,2,25,20,20,20,0,15,0,5,6,7,5,7,6,4,2,1,5,4,7,6,7,5,4,0
509,0,13,18,548,1,0.23,0,30,2,40,10,20,10,0,20,1,5,5,7,7,7,6,7,2,1,8,5,8,6,8,5,2,0
509,0,15,19,549,0,0.43,0,28,2,20,20,20,20,0,20,0,1,6,6,4,6,3,2,2,0,5,5,5,5,5,5,2,0
509,0,2,20,550,0,0.65,0,30,2,30,3,30,30,3,4,0,7,6,7,5,7,5,2,2,1,6,4,6,6,7,5,3,0
509,0,1,21,551,0,0.62,0,27,1,40,20,20,20,0,0,1,5,7,8,7,8,7,5,2,0,5,5,6,3,5,4,3,0
510,0,21,1,531,0,0.17,0,25,4,15,30,20,20,10,5,0,10,5,5,5,7,1,0,2,0,6,9,10,8,6,7,4,0
510,0,18,2,532,0,0.04,0,26,4,25,20,20,20,5,10,0,6,7,7,7,5,6,5,2,0,2,8,6,2,3,3,3,0
